"","spp","FEATUREID","HUC8","StreamOrde","Pathlength","ArbolateSu","AreaSqKM_1","TotDASqKM","Q0001E","V0001E","Qincr0001E","TEMP0001","PPT0001","PET0001","QLOSS0001","Q0001E_01","Q0001E_02","Q0001E_03","Q0001E_04","Q0001E_05","Q0001E_06","Q0001E_07","Q0001E_08","Q0001E_09","Q0001E_10","Q0001E_11","Q0001E_12","RunOffV","MinMonthly","NLCD11P","NLCD21P","NLCD22P","NLCDUrbanP","NLCDForestP","NLCD52P","NLCD71P","NLCD81P","NLCD82P","NLCD95P","NLCD11PC","NLCD21PC","NLCD22PC","NLCDUrbanPC","NLCDForestPC","NLCD52PC","NLCD71PC","NLCD81PC","NLCD82PC","NLCD95PC","slope_MEAN","road_density_MEAN","tfactor_MEAN","water_table_MEAN","erodability_MEAN","VALUE_11","VALUE_21","VALUE_22","VALUE_23_24","VALUE_FOREST","VALUE_52","VALUE_71","VALUE_81","VALUE_82","VALUE_95","PctRipForest","PctRipWetland","cold","cool","warm","Crossings","AnimalOpsCount","NPDESCount"
"603","background",9752552,3050101,1,595.139,4.717,7.0011,7.0011,3.564,0.87152,3.56374,14.42216,1253.82,778.05058,0,6.345,6.712,7.364,5.537,4.259,2.902,1.333,0.894,0.738,3.572,7.783,5.287,454.568,6,0,5.077773,9.037151,0.758453,42.010541,1.838283,5.836226,35.441573,0,0,0,5.077773,9.037151,0.758453,42.010541,1.838283,5.836226,35.441573,0,0,3.334813323,8.0092909,4.454194545,38,0.286025718,0,900,900,0,154800,3600,11700,900,0,0,0.84832636,0,0,0,100,1,0,0
"604","background",9753226,3050101,3,562.518,24.433,6.3936,32.8572,16.488,1.02302,3.14752,14.84126,1206.43,798.90694,0,24.116,27.524,29.968,22.352,15.25,11.153,8.596,7.865,10.799,10.512,19.341,19.658,396.162,5,0,7.629505,5.67286,4.096284,37.331081,5.743243,7.545045,31.334459,0,0,0.019174,15.254191,9.658157,7.601074,29.659254,3.404733,5.130382,28.82108,0.304043,0,3.131786625,6.82540758,4.832582371,63.20183486,0.276566679,0,1800,0,0,102600,9000,10800,7200,0,0,0.630116959,0.043859649,0,0,100,1,0,1
"605","background",9753080,3050101,3,561.399,84.064,0.3663,108.1467,52.198,1.18339,0.15878,14.89069,1202.96,801.87311,0,76.476,86.865,95.045,72.901,49.549,37.656,28.362,26.657,30.627,27.323,47.84,58.842,391.902,5,0,2.211302,0,0,93.857494,1.228501,0.737101,0.4914,0,1.474201,0.042442,17.106763,13.092216,3.303013,28.878274,2.405899,4.198464,30.820635,0.134817,0.017476,3.063510546,3.711777511,4.72972973,39.87692308,0.232383289,0,0,0,0,33300,0,0,0,0,0,0.976608187,0,0,0,100,0,0,0
"606","background",9756762,3050101,3,463.568,20.713,2.1825,44.2962,20.924,0.96203,0.46665,15.55904,1207.76,827.29066,0,33.237,37.83,41.063,26.721,15.758,11.972,9.569,10.275,14.017,15.298,19.141,24.457,380.703,5.2635,0.824742,10.680412,3.42268,0.206186,58.762887,2.43299,2.061856,21.608247,0,0,0.747694,9.683449,2.281686,0.414483,51.353163,1.204844,3.175667,30.793612,0.245845,0.02235,2.440017919,10.1331219,3.921237113,30.11111111,0.190519967,0,2700,1800,0,53100,0,0,6300,0,0,0.753012048,0,0,0,0,0,0,0
"607","background",9752624,3050101,2,629.835,25.011,0.0954,29.997,17.038,0.94784,0.13044,14.70709,1253.13,792.99181,0,23.272,26.966,29.629,23.482,17.158,12.133,9.098,8.344,10.811,11.299,24.822,20.275,448.557,6,0,0,0,0,100,0,0,0,0,0,0.042004,10.390039,0.930093,0.09901,59.831983,7.059706,4.593459,16.870687,0.057006,0.090009,4.20073571,1.674997037,4.830188679,104.6842105,0.26886792,0,0,0,0,11700,0,0,0,0,0,0.309090909,0.690909091,0,0,100,0,0,0
"608","background",9753912,3050101,1,606.61,10.112,18.2151,18.2151,10.828,1.04969,10.82753,14.38691,1264.63,775.07424,0,14.631,17.097,18.622,14.587,10.696,7.492,5.693,5.003,7.031,8.061,18.476,13.32,474.456,6.449629,0,18.083897,8.024112,0.968428,40.945698,6.245368,3.952764,21.349869,0.212461,0,0,18.083897,8.024112,0.968428,40.945698,6.245368,3.952764,21.349869,0.212461,0,4.179569328,9.081901486,4.61896261,113.6538462,0.32344117,0,25200,3600,0,283500,17100,16200,45000,0,0,0.62991371,0,0,0,100,7,0,0
"609","background",9753176,3050101,2,641.739,13.324,0.1584,14.3154,9.555,0.86983,0.14954,14.69688,1266.77,789.91201,0,12.715,14.717,15.648,12.3,9.361,6.589,4.853,4.244,6.573,12.117,18.136,11.901,463.545,6,0,43.181818,6.25,0,28.977273,7.954545,0,13.636364,0,0,0.037722,24.418458,2.678235,0.735572,50.194895,2.250723,3.627562,15.723626,0.301773,0,4.726124078,10.49448976,4.9375,130.3125,0.315738631,0,1800,0,0,8100,1800,0,2700,0,0,0.425925926,0,0,0,100,1,0,0
"610","background",9753250,3050101,3,644.308,31.955,1.0224,34.8534,24.045,0.9525,-0.04736,14.68699,1281.84,789.08815,0,31.261,35.515,38.101,30.633,23.985,17.852,12.755,12.035,17.649,32.937,39.812,28.507,480.171,6,0,12.5,0,0,33.62676,15.140845,9.947183,28.34507,0,0,0.17301,11.460001,0.818571,0.273718,65.454733,3.798482,3.478283,14.321128,0.108454,0.012911,4.603924347,5.71191388,4.914612676,143.4875445,0.282772884,0,3600,0,0,5400,10800,0,36900,0,0,0.171717172,0.013468013,0,0,100,1,0,0
"611","background",9753486,3050101,1,569.458,1.68,1.4985,1.4985,0.704,0.72714,0.70414,14.69327,1220.95,790.78694,0,1.349,1.405,1.525,1.042,0.685,0.402,0.241,0.175,0.141,0.12,0.441,0.941,419.627,6,0,14.414414,4.624625,0.48048,41.441441,9.309309,6.126126,23.603604,0,0,0,14.414414,4.624625,0.48048,41.441441,9.309309,6.126126,23.603604,0,0,2.706216125,5.679838826,4.71951952,38,0.239927932,0,1800,0,0,48600,900,3600,3600,0,0,0.696319018,0,0,0,100,1,0,0
"612","background",9756782,3050101,3,451.347,62.971,9.9333,113.4432,50.741,1.01014,4.19297,15.72211,1210.63,835.56826,0,82.095,92.454,100.564,65.844,38.298,29.994,24.35,26.699,31.857,29.881,36.151,56.523,376.334,5,0.471143,7.647006,0.41678,0,70.626076,1.449669,7.003715,12.322189,0,0,0.572798,10.56185,2.631537,0.633092,54.398324,1.0258,3.464553,26.393913,0.273705,0.008727,2.704966434,6.068148301,3.54698686,46.143951,0.216459852,0,1800,1800,0,151200,0,0,0,0,0,0.8125,0.070913462,0,0,0,0,0,0
"613","background",9752802,3050101,2,560.448,9.566,2.6631,16.155,8.369,0.90585,1.39011,14.70572,1209.64,793.26984,0,12.189,13.88,15.063,11.27,7.787,5.554,4.29,3.742,5.811,5.993,11.497,10.33,402.25,5,0,6.353498,0.405542,0.371747,41.128759,1.318013,4.2244,46.19804,0,0,0.183844,5.348189,0.818941,0.144847,27.615599,1.008357,3.13649,61.164345,0.579387,0,3.31655106,5.774428159,4.660581474,77.33195021,0.285275799,0,900,0,0,49500,2700,0,22500,0,0,0.660194175,0,0,0,100,1,4,0
"614","background",9754582,3050101,4,689.992,80.586,0.4446,71.2863,51.554,1.11449,0.2084,14.18365,1176.15,760.76679,0,62.592,71.366,82.612,66.831,56.292,40.027,28.792,29.185,45.516,68.899,74.767,55.266,423.765,5,0,16.194332,13.562753,22.469635,17.611335,2.226721,2.226721,25.708502,0,0,0,3.792594,0.176752,0.155289,92.402187,1.055462,0.41663,1.956898,0.0303,0,1.500509786,6.617596563,5,115.8532934,0.244595143,0,2700,3600,0,23400,1800,0,0,0,0,0.270440252,0.188679245,100,0,0,1,0,0
"615","background",9751452,3050101,2,604.845,15.602,1.4958,17.3511,11.826,0.88817,1.17888,14.09289,1302.19,762.55139,0,14.193,15.779,18.184,16.335,12.936,9.957,6.991,6.102,8.074,18.258,22.267,14.234,506.029,9,0,6.197353,0.180505,0,43.501805,3.008424,4.813478,38.748496,2.34657,0,0,6.44743,0.446081,0.088179,72.726801,2.271902,2.93065,14.233103,0.575756,0,3.85641769,4.898722176,5,80.23076923,0.300535494,0,2700,0,0,33300,3600,4500,5400,0,0,0.542635659,0,0,0,100,2,0,0
"616","background",9756568,3050101,2,501.918,14.115,19.0359,23.994,10.72,0.92118,8.67201,15.22707,1169.11,815.91282,0,16.602,19.646,21.413,14.367,8.62,6.281,5.252,4.838,7.254,8.196,7.921,12.568,353.211,5,0.553165,13.668384,7.446456,6.028084,50.692639,4.226751,6.992577,8.888469,0.392416,0.02364,0.532633,12.456864,7.033008,6.020256,52.16054,3.63841,6.714178,10.251313,0.311327,0.018755,3.243931265,6.37763481,4.912346211,60.27169811,0.285258831,6300,15300,12600,3600,265500,16200,7200,16200,0,3600,0.632423756,0.062065276,0,0,100,6,0,2
"617","background",9756728,3050101,4,455.793,143.795,2.2725,289.6191,123.136,0.91603,-1.58441,15.80434,1198.38,840.71153,0,201.848,224.355,242.154,158.875,93.625,75.147,59.878,68.726,72.206,62.696,73.218,136.226,366.642,5,1.544554,2.891089,0.19802,0.039604,75.762377,0.752475,6.811881,12,0,0,0.289932,12.553799,7.00748,2.260728,56.208379,1.027971,3.915798,16.511238,0.134245,0.017402,2.128020475,3.462374744,3.251454139,28.90697674,0.222107153,4500,0,0,0,59400,0,0,0,0,0,0.787878788,0.136363636,0,0,0,0,0,0
"618","background",9751792,3050101,3,605.798,22.284,4.0896,34.4664,22.781,0.99288,1.77066,14.10465,1291.11,763.25829,0,28.497,31.805,35.554,30.867,24.288,17.601,12.648,11.332,14.465,31.795,38.32,27.14,498.265,7.39899,0,8.142606,1.606514,0,49.559859,3.125,2.266725,35.299296,0,0,0,2.69741,0.255901,0.013056,83.844265,2.647796,1.399624,9.032275,0,0,5.485537367,6.866973767,4.297535211,84.8794926,0.262786087,0,4500,0,0,35100,0,3600,46800,0,0,0.350104822,0,0,0,100,1,0,0
"619","background",9753052,3050101,2,572.095,23.092,5.9607,30.2022,16.022,0.93236,2.97297,14.75944,1218.73,794.5493,0,22.636,26.205,28.696,22.04,15.742,11.297,8.592,7.801,10.118,10.267,19.91,19.018,412.582,5,0,24.097841,12.064019,5.027933,26.060697,6.281141,4.257889,22.210479,0,0,0,19.607843,25.403778,6.421717,27.173848,2.646165,2.956076,15.790572,0,0,3.164999974,9.564221055,4.83969119,80.7964497,0.295595399,0,15300,1800,0,45900,34200,11700,38700,0,0,0.344139651,0,0,0,100,1,0,0
"620","background",9756546,3050101,3,509.95,59.003,2.5587,84.3381,40.505,1.06856,1.12407,15.25316,1191.9,816.50383,0,60.961,68.559,75.403,53.631,35.717,26.595,20.657,20.037,24.55,25.609,39.7,47.384,374.04,6,0,3.939501,0,0,73.373197,1.19592,3.517411,17.973971,0,0,0.071498,10.102551,2.763875,0.497284,46.7223,3.180057,6.906487,29.523312,0.183547,0.00747,3.302829636,1.919757873,5.014169323,86.3248731,0.263338053,0,0,0,0,68400,0,0,12600,0,0,0.450471698,0.202830189,0,0,100,0,0,0
"621","background",9752080,3050101,2,640.136,12.947,2.7207,15.7851,9.425,0.90467,1.64453,14.40083,1261.29,776.99008,0,12.352,14.237,15.864,13.032,9.794,6.698,5.151,4.521,6.398,6.97,17.098,11.612,465.707,6,0,19.583196,2.315581,0,50.215018,10.519352,3.738009,12.967251,0.661594,0,0,11.232111,0.764012,0.03421,65.340099,7.908091,4.44153,9.994868,0.250869,0.03421,5.133507576,7.443460103,5,38,0.326096589,0,9900,0,0,18000,11700,900,23400,0,0,0.347058824,0,0,0,100,1,0,0
"622","background",9755364,3050101,2,503.742,12.347,8.9694,26.3484,11.506,0.87999,4.64243,15.42451,1164.36,825.76912,0,17.971,21.227,23.163,15.441,9.223,6.814,5.736,5.295,7.785,8.826,7.417,13.122,343.375,5,1.063616,35.330122,25.095324,6.672687,13.736705,0.260887,1.836243,15.863937,0,0.140478,0.362071,31.288427,27.322722,15.801339,11.784397,0.724143,2.78385,9.779342,0.085394,0.047821,1.787820596,11.82637302,4.969333199,43.57793594,0.238498082,9900,64800,5400,0,59400,1800,7200,21600,0,900,0.116080937,0.15228967,0,0,100,1,0,0
"623","background",9756754,3050101,3,465.178,16.049,3.8997,31.4667,15.083,0.94089,1.37093,15.47981,1207.46,823.20008,0,23.829,27.246,29.548,19.189,11.339,8.479,6.822,7.261,10.399,11.723,14.842,17.917,384.117,5.9393,1.707824,10.846988,2.12324,0.438495,51.165474,3.36949,3.346411,27.002077,0,0,0.657838,10.016303,2.082201,0.426165,48.396876,1.166948,3.349255,33.764265,0,0.031462,2.627891663,7.097815394,3.655660377,20.56385069,0.182693497,0,900,0,0,83700,1800,0,15300,0,0,0.733333333,0.05045045,0,0,0,0,0,0
"624","background",9753764,3050101,2,599.227,22.075,0.6012,27.6093,18.275,0.98475,0.46075,14.28306,1285.31,772.88286,0,22.624,25.271,28.487,25.111,19.767,14.373,10.312,9.23,12.46,25.266,31.588,21.914,486.522,6.05838,0,2.54491,1.197605,0,52.844311,6.736527,2.245509,34.431138,0,0,0,3.060925,0.097793,0.159729,79.864394,2.249242,1.783095,12.784822,0,0,3.905204331,5.048631461,5,38,0.295359276,0,900,0,0,44100,3600,3600,4500,0,0,0.665505226,0,0,0,100,1,0,0
"625","background",9750568,3050101,2,608.03,6.425,4.3776,8.2116,5.94,0.90639,3.42857,13.64545,1322.81,740.63941,0,8.164,8.248,9.319,7.999,6.396,4.746,3.383,2.863,4.29,11.67,13.135,7.37,541.625,9.04646,0,6.208882,0.493421,0.349507,77.467105,2.652138,1.459704,11.369243,0,0,0,7.145989,0.822008,0.186322,80.26085,2.356423,1.687856,7.540552,0,0,11.26461871,4.292459201,4.817023026,40.61565836,0.254218746,0,20700,3600,0,29700,5400,0,33300,0,0,0.217131474,0.027888446,0,0,100,3,0,0
"626","background",9756598,3050101,4,487.689,202.038,6.7932,304.9749,128.02,1.22188,2.26644,15.58854,1135.81,832.59702,0,201.608,228.153,249.778,173.174,107.299,84.742,66.294,68.452,70.703,66.075,76.758,137.09,319.547,5,0,13.844727,7.962374,1.523583,59.777424,1.801802,7.604663,6.955485,0,0.437202,0.302189,8.072041,2.469154,0.938733,56.655974,2.951948,6.814594,21.461307,0.149029,0.01328,2.804877381,6.5726548,5.05236305,59.25620389,0.265980403,0,900,0,0,123300,900,0,2700,0,0,0.28,0.524444444,0,0,100,1,0,0
"627","background",9752386,3050101,1,635.395,3.409,3.9366,3.9366,2.069,0.81285,2.06859,14.47535,1269.32,779.98412,0,3.673,3.885,4.234,3.176,2.26,1.272,0.759,0.529,0.423,2.264,5.53,3.215,469.26,6,0,7.201646,0.48011,0,65.546411,7.018747,6.241427,13.51166,0,0,0,7.201646,0.48011,0,65.546411,7.018747,6.241427,13.51166,0,0,4.340143907,5.540487386,4.945587563,63.67732558,0.340715587,0,900,0,0,70200,14400,3600,36900,0,0,0.538686131,0.030656934,0,0,100,1,0,0
"628","background",9752564,3050101,2,594.93,7.098,0.0594,9.8901,5.77,0.84685,0.78761,14.54417,1248.42,783.05451,0,8.948,9.487,10.009,7.965,5.901,4.052,3.084,2.628,4.139,4.695,9.96,7.204,446,6,6.060606,0,10.606061,0,66.666667,0,0,16.666667,0,0,0.0364,5.578305,8.053508,0.664301,45.827646,2.993903,6.333607,30.51233,0,0,4.837840528,6.468931675,3.272727273,0,0.218181815,1800,0,1800,0,3600,0,0,900,0,0,0.388888889,0.138888889,0,0,100,1,0,0
"629","background",9756836,3050101,2,486.642,13.789,5.5872,20.9169,10.659,0.97106,2.89105,15.06732,1202.35,805.07788,0,16.359,18.707,20.211,13.312,8.11,5.858,4.794,4.796,7.28,8.494,14.142,13.502,394.755,6,0.789304,10.615335,2.158505,0.386598,77.061856,0.112758,2.432345,6.443299,0,0,0.374338,11.927198,10.554623,4.930941,58.827073,0.516329,2.887139,9.896304,0,0,7.007436982,7.748815775,4.44591871,47.08510638,0.305253649,0,27000,900,0,63000,0,0,27000,0,0,0.504746835,0.003164557,0,0,100,2,0,0
"630","background",9753286,3050101,3,563.777,20.952,1.4634,23.4612,11.976,0.94041,0.96013,14.90997,1208.51,802.20687,0,17.499,19.978,21.807,15.998,10.94,7.896,6.12,5.424,8.048,8.42,15.402,14.644,397.354,5,1.107011,8.118081,1.906519,0,43.050431,3.136531,3.690037,38.560886,0,0,0.06905,8.83075,1.081786,0.103575,44.107719,3.506214,5.109713,36.512199,0.652141,0,2.955437304,7.538619778,4.980136561,38,0.245778057,0,5400,0,0,28800,5400,2700,2700,0,0,0.554166667,0,0,0,100,2,0,0
"631","background",9753716,3050101,2,514.34,10.085,0.6462,13.1454,6.703,0.83313,1.11643,15.20123,1197.3,814.32213,0,9.85,11.431,12.554,8.785,5.735,4.025,3.289,2.993,4.853,5.881,8.881,8.37,380.884,6,0,0.97493,0,0,68.523677,3.481894,8.635097,18.384401,0,0,0.054772,6.189238,0.301246,0,55.511434,1.951253,8.530741,26.564426,0.691497,0,3.28167864,4.460820889,5,41.27272727,0.226824509,0,0,0,0,31500,0,1800,0,0,0,0.962264151,0,0,0,100,0,0,0
"632","background",9754718,3050101,4,684.662,428.029,6.6546,453.1626,428.22,1.41238,17.05965,14.36843,1354.75,771.02394,0,423.104,421.782,609.251,527.175,503.786,439.777,276.307,287.408,333.981,349.126,403.359,385.01,564.703,8.56884,0.324588,33.446037,8.980254,10.833108,38.003787,1.852854,1.744658,4.814715,0,0,0.17497,5.583162,0.728877,0.601771,84.293385,1.030359,1.323101,5.958921,0.244283,0.011122,5.869902384,13.77332383,5.049411423,96.70496454,0.282668705,0,7200,2700,10800,19800,0,900,7200,0,0,0.288537549,0.019762846,0,100,0,3,0,1
"633","background",9753446,3050101,2,567.083,7.831,3.6324,9.4329,5.07,0.83678,2.36097,14.77974,1216.97,795.46127,0,8.42,8.79,9.5,6.692,4.638,3.251,1.522,1.03,0.887,4.303,8.007,6.473,410.376,5.123139,0,3.369673,0,0,41.97225,7.011893,6.194252,41.451933,0,0,0,5.295296,0.88732,0.171739,40.883503,5.533823,5.247591,40.358745,1.621983,0,3.313808844,5.544328422,4.982656095,48.8559322,0.242490094,0,3600,0,0,46800,9000,0,23400,0,0,0.46460177,0,0,0,100,2,0,0
"634","background",9751618,3050101,2,600.659,17.235,2.9907,22.7826,15.427,0.98618,1.82193,14.16721,1291.18,766.90754,0,18.986,21.241,23.865,20.966,16.592,12.04,8.678,7.671,10.894,23.349,27.86,18.627,498.078,8,0,3.731568,0.391213,0,67.89046,3.460728,2.708396,21.817635,0,0,0,2.761318,0.055305,0,84.230071,2.149009,1.386585,9.417713,0,0,4.29779659,5.613233852,4.677516576,46.47701149,0.300247131,0,1800,0,0,97200,0,0,13500,0,0,0.694915254,0.074576271,0,0,100,1,0,0
"635","background",9750542,3050101,4,669.401,98.128,0.1035,90.0441,69.928,1.58672,-2.06071,13.15535,1219.95,714.51858,0,69.502,80.112,101.697,92.76,75.061,68.715,50.65,58.005,86.794,116.424,102.702,69.378,477,6,0,0.869565,0,0,88.695652,3.478261,6.956522,0,0,0,0,2.83761,0.021989,0.009995,95.842038,0.444782,0.08096,0.731642,0,0,14.60716431,6.36389191,3.443478261,75.25,0.197999999,0,0,0,0,5400,0,900,0,0,0,0.766666667,0,100,0,0,0,0,0
"636","background",9753828,3050101,4,677.101,142.476,1.3383,175.0644,164.379,1.42433,1.32073,14.45132,1307.29,777.05907,0,194.954,210.881,268.347,219.681,178.56,169.538,93.751,102.293,109.824,122.767,159.394,146.997,514.993,6.76799,1.412239,9.885676,0,2.286483,73.907195,2.757229,1.34499,7.93544,0,0.470746,0.234428,9.890703,0.634909,0.263732,78.768842,3.293816,1.541261,5.170783,0.055522,0.015937,5.579533104,1.633240949,4.812456263,70.24719101,0.257027214,4500,5400,900,0,29700,0,1800,0,0,0,0.281938326,0.290748899,0,100,0,1,0,0
"637","background",9750460,3050101,1,610.459,2.116,2.4129,2.4129,1.579,0.89266,1.57943,13.02746,1341.39,712.75181,0,2.487,2.507,2.803,2.334,1.808,1.112,0.621,0.406,0.333,5.163,5.414,2.497,584.55,10.283499,0,9.921671,1.603879,0,79.522566,2.648266,2.834763,3.468855,0,0,0,9.921671,1.603879,0,79.522566,2.648266,2.834763,3.468855,0,0,14.54099154,4.043979956,4.648638568,48.63953488,0.241801562,0,20700,900,0,40500,0,7200,8100,0,0,0.626190476,0,0,0,100,1,0,0
"638","background",9756608,3050101,4,484.602,226.184,0.9936,347.2362,143.262,1.31583,-0.59215,15.69551,1137.81,837.55337,0,226.8,257.378,281.451,193.798,119.449,94.941,74.331,77.424,78.55,72.586,80.365,151.342,318.956,5,0,30.072464,38.949275,4.257246,24.365942,0,2.355072,0,0,0,0.276814,8.374674,2.872339,1.058012,57.430964,2.746373,6.584192,20.357267,0.130891,0.017625,2.839115968,14.14757023,4.959334566,38,0.221849439,0,16200,4500,0,52200,0,0,0,0,0,0.417789757,0.110512129,0,0,100,0,0,0
"639","background",9756766,3050101,3,455.369,53.758,5.1444,97.4601,43.968,1.11992,2.22168,15.6163,1206.82,830.57864,0,70.95,80.026,87.002,56.904,33.17,25.831,20.867,22.883,27.902,26.763,32.66,49.379,376.836,5,0,16.480056,2.256823,0,54.338698,0.174948,3.358992,23.180546,0.209937,0,0.587317,10.335306,2.880256,0.731376,52.686791,0.970551,3.114813,28.352834,0.295505,0.010158,2.622032748,7.944515916,3.682470259,41.24271845,0.202271294,0,1800,0,0,36900,0,0,0,0,0,0.846534653,0.059405941,0,0,0,0,0,0
"640","background",9750336,3050101,1,728.491,5.537,0.1179,11.4732,12.531,1.1308,0.11532,9.90686,1426.7,576.46811,0,8.955,11.292,17.543,15.511,13.735,13.884,11.141,14.058,26.037,32.571,24.877,12.44,821.389,36.610698,0,29.770992,0,0,66.412214,3.816794,0,0,0,0,1.286476,11.821462,0.329463,0.039222,84.287732,0.549106,0.439285,0.949168,0,0,11.36940923,8.756496655,2.790697674,92,0.232790699,0,7200,900,0,3600,900,0,0,0,0,0.370967742,0,100,0,0,2,0,0
"641","background",9753850,3050101,3,633.51,47.502,0.1224,48.4164,28.147,0.60145,-0.79388,14.78723,1256.67,794.93267,0,39.708,45.66,48.62,37.893,27.11,19.598,14.309,13.281,16.259,18.96,38.532,33.404,451.346,6,0,14.705882,25.735294,47.058824,12.5,0,0,0,0,0,0.081791,26.842144,8.954197,5.794112,38.78913,2.626589,3.515131,13.019555,0.265819,0.027883,2.900366253,10.83442402,5.740740741,153,0.258137252,0,1800,9900,3600,0,0,0,0,0,0,0.093333333,0,0,0,100,1,0,0
"642","background",9756570,3050101,3,501.918,74.739,0.945,94.5558,41.901,1.09183,-0.82895,15.3909,1161.91,823.79765,0,64.965,74.317,81.288,56.412,34.74,26.353,21.056,20.872,25.569,25.982,31.296,47.589,344.388,5,2.952381,10,7.142857,8.380953,55.904762,5.142857,7.047619,3.428571,0,0,0.23034,7.590756,1.516248,0.624393,61.059183,3.384668,5.15981,20.017704,0.163713,0,3.169241175,0.896076582,4.994285714,56.66666667,0.257819042,5400,0,0,0,25200,4500,2700,0,0,0,0.555555556,0.161616162,0,0,100,0,0,1
"643","background",9754926,3050101,3,700.302,91.841,3.3543,91.593,65.378,1.2088,1.15701,14.39371,1334.21,768.48981,0,81.225,89.57,101.585,82.498,67.832,52.358,36.509,34.912,54.279,87.844,95.265,73.23,536.549,8,0,5.151596,1.046418,0,87.872283,1.797693,1.770861,2.334317,0,0,0.040287,4.915987,0.075661,0.024565,82.025155,1.099538,1.989781,9.583374,0.199469,0.031443,7.252245749,5.544565303,5,140.1075269,0.25722028,0,8100,1800,0,162000,0,0,6300,0,0,0.91237678,0,0,100,0,2,0,0
"644","background",9753522,3050101,1,652.236,2.655,5.895,5.895,5.399,1.13416,5.39938,12.96929,1408.63,703.43394,0,7.281,7.559,7.902,6.01,5.201,4.11,2.947,2.861,6.871,15.226,12.806,6.629,708.355,17.0673,0,0,0,0,99.694657,0.305344,0,0,0,0,0,0,0,0,99.694657,0.305344,0,0,0,0,16.74513013,0.751688932,4.521679389,61,0.303369469,0,0,0,0,97200,0,0,0,0,0,0.960076046,0.039923954,0,0,100,0,0,0
"645","background",9752260,3050101,3,637.213,32.529,0.5157,37.8918,21.677,0.98612,-0.36585,14.61064,1258.03,787.84174,0,28.955,33.13,36.808,30.133,22.437,15.867,11.971,10.99,13.743,13.772,32.438,25.704,456.377,6,0,0,0,0,68.760907,0,3.490401,20.942408,6.806283,0,0.023752,9.058952,0.458411,0.014251,64.652511,7.192058,4.023562,14.312859,0.235143,0.014251,3.868295596,7.574948853,5,73.58333333,0.323263521,0,0,0,0,26100,0,0,0,0,0,0.71641791,0,0,0,100,0,0,0
"646","background",9753274,3050101,2,642.079,11.553,4.1742,12.6882,8.633,0.94904,3.26911,14.60725,1282.13,785.20797,0,11.402,13.198,14.027,11.047,8.479,5.956,4.394,3.819,6.053,11.638,16.998,10.812,486.355,6.000649,0.129366,31.673135,3.579129,0.495903,31.651574,2.5442,4.269082,25.183269,0.474342,0,0.042559,21.648461,1.844233,0.163144,52.631579,2.184707,4.000568,17.10881,0.340474,0,4.092700866,10.61625858,4.914106447,136.5711207,0.323299432,0,17100,0,0,41400,9900,8100,39600,2700,0,0.3088,0,0,0,100,3,0,0
"647","background",9756998,3050101,1,478.097,0.377,1.2168,1.2168,0.489,0.46273,0.48924,15.37143,1177.89,820.16001,0,1.048,1.112,1.162,0.67,0.392,0.229,0.149,0.114,0.114,0.081,0.128,0.654,359.062,5,1.701183,12.721893,9.467456,6.360947,30.029585,5.399408,7.174556,25.887574,1.257396,0,1.701183,12.721893,9.467456,6.360947,30.029585,5.399408,7.174556,25.887574,1.257396,0,2.175039017,12.36264433,5.030188679,38,0.229075059,7200,0,0,0,900,0,0,1800,0,0,0.296875,0,0,0,100,0,0,0
"648","background",9756704,3050101,4,468.846,99.801,6.2487,205.8066,89.608,1.10391,1.36718,15.546,1188.58,828.03566,0,145.753,162.504,175.013,114.779,68.054,53.822,42.98,48.545,53.585,48.843,59.998,101.511,366.684,5,0.748956,4.176869,1.685151,0.403284,58.836238,0.547314,1.785971,30.159873,1.656345,0,0.311798,13.999843,8.185452,2.850783,55.792963,0.892974,3.974217,13.816175,0.124194,0.019679,2.558469362,6.052029283,4.522001472,54.06746032,0.244669924,0,900,0,0,111600,0,0,3600,0,0,0.745192308,0.024038462,0,0,100,1,0,0
"649","background",9754620,3050101,1,700.52,2.723,2.9628,2.9628,2.143,0.97737,2.14328,11.79746,1335.39,649.86986,0,3.351,3.469,3.926,2.999,2.52,1.339,0.771,0.495,0.54,6.527,7.437,3.213,646.005,12.4383,0,0.303767,0,0,99.696232,0,0,0,0,0,0,0.303767,0,0,99.696232,0,0,0,0,0,20.35910086,0.262902868,3.989671932,84,0.24285844,0,5400,0,0,93600,0,0,0,0,0,0.980988593,0,100,0,0,0,0,0
"650","background",9756634,3050101,1,492.543,1.329,3.1797,3.1797,1.473,0.75632,1.47255,14.99357,1221.72,801.37726,0,2.991,3.12,3.333,2.051,1.196,0.702,0.469,0.342,0.299,0.256,3.516,2.442,413.564,6,0.481177,6.906312,7.812058,10.387772,43.645627,2.037928,2.009624,26.719502,0,0,0.481177,6.906312,7.812058,10.387772,43.645627,2.037928,2.009624,26.719502,0,0,2.979292092,7.904558553,4.624711316,23.76439791,0.290329008,0,0,0,0,45000,1800,0,900,0,0,0.860805861,0,0,0,100,0,0,0
